Country,ISO3,Year,Food Category,Continent,Hemisphere,Income_Group,Population (Million),GDP_Per_Capita_USD,Total Waste (Tons),Economic Loss (Million $),Carbon_Footprint_kgCO2e,Waste_Per_Capita_kg,Economic_Loss_Per_Capita_USD,Carbon_Per_Capita_kgCO2e,Sustainability_Score
Angola,AGO,2024,Beverages,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,73781.48283322257,152.67704061180785,68506425.29201856,2.9143570252297573,6.0307192104568985,2.7059930778901586,83.75390601619614
Angola,AGO,2024,Dairy Products,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,271459.7176264193,885.5033131078715,828532888.9633694,10.722616363237531,34.97724228792698,32.72691944999823,83.75390601619614
Angola,AGO,2024,Frozen Food,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,59931.96905762237,346.45387882562295,191677498.72404158,2.367303398520019,13.684873994141343,7.571231202381619,83.75390601619614
Angola,AGO,2024,Fruits & Vegetables,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,454302.7498246217,1152.8507356709397,1704581696.518653,17.944887520428203,45.53742363972966,67.33071024821278,83.75390601619614
Angola,AGO,2024,Grains & Cereals,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,365452.6228675466,323.71268046374604,599876817.0048596,14.435321410524663,12.786600217807907,23.69504039194192,83.75390601619614
Angola,AGO,2024,Meat & Seafood,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,246014.81694312615,3205.225539459789,6144642280.253737,9.717546768333186,126.60590719605737,242.7124084434604,83.75390601619614
Angola,AGO,2024,Prepared Food,Africa,Southern,Upper-Middle income,25.316556,8740.504159999999,140260.8086532495,830.1939644582354,611724832.4773023,5.54027999121403,32.792531672089815,24.163035148908182,83.75390601619614
Argentina,ARG,2024,Bakery Items,Americas,Southern,High income,43.01136,21103.46576,324139.2079833541,1224.8650263897762,641403757.8088021,7.536130175454905,28.477709758300506,14.912426805588154,83.37315256368787
Argentina,ARG,2024,Beverages,Americas,Southern,High income,43.01136,21103.46576,132500.7491994031,294.4766475,122530468.73363073,3.08059892082936,6.846485382001406,2.8487931730973104,83.37315256368787
Argentina,ARG,2024,Dairy Products,Americas,Southern,High income,43.01136,21103.46576,428220.3197743066,1556.9463008186508,1399301129.2463472,9.955981856288817,36.198490371349585,32.53329188489616,83.37315256368787
Argentina,ARG,2024,Frozen Food,Americas,Southern,High income,43.01136,21103.46576,111538.30414820134,644.6095160402501,325901746.5524644,2.593228955052836,14.98695963206581,7.577108618571104,83.37315256368787
Argentina,ARG,2024,Fruits & Vegetables,Americas,Southern,High income,43.01136,21103.46576,724526.2001440146,1950.1045219751595,2659129398.3044553,16.844996302000556,45.33928994514843,61.82388555731452,83.37315256368787
Argentina,ARG,2024,Grains & Cereals,Americas,Southern,High income,43.01136,21103.46576,504038.1950207795,484.08165927614425,830223062.5700817,11.718722565870493,11.254739661246337,19.302413654673597,83.37315256368787
Argentina,ARG,2024,Meat & Seafood,Americas,Southern,High income,43.01136,21103.46576,424730.73814348294,5919.2209777899425,11686623977.261383,9.874850228950745,137.61994453999924,271.7101709237137,83.37315256368787
Argentina,ARG,2024,Prepared Food,Americas,Southern,High income,43.01136,21103.46576,224132.24514008744,1749.9810615677804,1034405425.1705879,5.2110011201712165,40.68648518828003,24.04958655505401,83.37315256368787
Armenia,ARM,2024,Bakery Items,Asia,Northern,Upper-Middle income,3.12512,6211.2,22886.428930389306,83.8005,31625818.72289352,7.323376040084639,26.815130298996518,10.11987338818782,82.36900657365433
Armenia,ARM,2024,Beverages,Asia,Northern,Upper-Middle income,3.12512,6211.2,7242.140125780378,15.769425000000002,6007750.104074353,2.317395852248995,5.046022232746263,1.9224062129052175,82.36900657365433
Armenia,ARM,2024,Dairy Products,Asia,Northern,Upper-Middle income,3.12512,6211.2,30422.002808333786,84.5192727613226,98844506.23499192,9.734667087450653,27.045128750679204,31.629027440543698,82.36900657365433
Armenia,ARM,2024,Frozen Food,Asia,Northern,Upper-Middle income,3.12512,6211.2,4817.885659117392,37.929990000000004,15874167.194309978,1.5416642110118624,12.13713073417981,5.079538447902793,82.36900657365433
Armenia,ARM,2024,Fruits & Vegetables,Asia,Northern,Upper-Middle income,3.12512,6211.2,58523.89046319058,151.39939381260717,192234717.03248876,18.72692583426895,48.44594569571958,61.51274736089775,82.36900657365433
Armenia,ARM,2024,Grains & Cereals,Asia,Northern,Upper-Middle income,3.12512,6211.2,45936.92978432175,27.284070718733627,45910151.43900201,14.6992530796647,8.730567376207514,14.690684338202056,82.36900657365433
Armenia,ARM,2024,Meat & Seafood,Asia,Northern,Upper-Middle income,3.12512,6211.2,33399.40532177805,461.51133000000004,948502600.906954,10.687399306835594,147.67795476653697,303.50917753780783,82.36900657365433
Armenia,ARM,2024,Prepared Food,Asia,Northern,Upper-Middle income,3.12512,6211.2,16742.72785523197,110.38543186810062,67268239.46266831,5.357467186934252,35.32198183368979,21.525010067667264,82.36900657365433
Australia,AUS,2024,Bakery Items,Oceania,Southern,High income,23.887168000000003,56865.3768,232531.58579663807,823.5254799799186,417585942.62237495,9.734581587764529,34.475643156188234,17.481601109950535,79.24853079061819
Australia,AUS,2024,Beverages,Oceania,Southern,High income,23.887168000000003,56865.3768,97237.28900238233,244.86634206882215,80092383.91667803,4.070691385533116,10.25095742068805,3.352945979895064,79.24853079061819
Australia,AUS,2024,Dairy Products,Oceania,Southern,High income,23.887168000000003,56865.3768,297632.6659316931,1004.243755979608,893256740.5156715,12.459939408961876,42.04113924177231,37.39483644589728,79.24853079061819
Australia,AUS,2024,Frozen Food,Oceania,Southern,High income,23.887168000000003,56865.3768,77534.58735008654,567.2939631972205,259962039.01197547,3.24586771232515,23.748899961570178,10.882915840503799,79.24853079061819
Australia,AUS,2024,Fruits & Vegetables,Oceania,Southern,High income,23.887168000000003,56865.3768,537918.1401866891,1645.417935,2156355400.414282,22.51912575767412,68.88292220325154,90.27254299941632,79.24853079061819
Australia,AUS,2024,Grains & Cereals,Oceania,Southern,High income,23.887168000000003,56865.3768,434503.9106420955,413.00977574973444,806189018.8504194,18.189846140073843,17.290026835736008,33.7498785477801,79.24853079061819
Australia,AUS,2024,Meat & Seafood,Oceania,Southern,High income,23.887168000000003,56865.3768,286913.7255209751,4785.230036645514,8027617942.179642,12.011207252403258,200.32638597616565,336.06402995029134,79.24853079061819
Australia,AUS,2024,Prepared Food,Oceania,Southern,High income,23.887168000000003,56865.3768,178132.00374910305,1474.6483303553164,913900891.7750349,7.4572257267627124,61.733912130367074,38.25907247669689,79.24853079061819
Austria,AUT,2024,Bakery Items,Europe,Northern,High income,8.595244,59658.05439999999,66591.62786106284,260.7688612360455,122722804.69064263,7.7474970880480925,30.338738636860747,14.277989628990477,81.54809527745518
Austria,AUT,2024,Beverages,Europe,Northern,High income,8.595244,59658.05439999999,26298.483298776737,72.64320000000001,24856893.718459252,3.059655234775969,8.451557628846839,2.8919357866349404,81.54809527745518
Austria,AUT,2024,Dairy Products,Europe,Northern,High income,8.595244,59658.05439999999,87323.54799566962,321.5721193625451,298779383.5051821,10.159519380214176,37.41279704945492,34.76101242794063,81.54809527745518
Austria,AUT,2024,Frozen Food,Europe,Northern,High income,8.595244,59658.05439999999,17426.848067562427,146.57821393047777,66775299.61134513,2.0274989363376337,17.053409295940614,7.768866085866222,81.54809527745518
Austria,AUT,2024,Fruits & Vegetables,Europe,Northern,High income,8.595244,59658.05439999999,166565.41359183216,492.0344946196977,549380065.0116247,19.378788268469417,57.24497112818411,63.916750357712324,81.54809527745518
Austria,AUT,2024,Grains & Cereals,Europe,Northern,High income,8.595244,59658.05439999999,116192.43577341628,109.03417442719208,178332003.59810472,13.518224238127072,12.685407700722877,20.747753478331123,81.54809527745518
Austria,AUT,2024,Meat & Seafood,Europe,Northern,High income,8.595244,59658.05439999999,101239.4904723201,1615.5676145045531,2615110762.393158,11.778547586586269,187.96064596939345,304.250904615757,81.54809527745518
Austria,AUT,2024,Prepared Food,Europe,Northern,High income,8.595244,59658.05439999999,48043.10519944853,366.765554872282,211368586.52158758,5.589498704102936,42.67075546340302,24.591342202919147,81.54809527745518
Azerbaijan,AZE,2024,Bakery Items,Asia,Northern,Upper-Middle income,9.918144,6211.2,74790.38574368882,261.56528302144244,126734337.96717623,7.540764254248458,26.372402237902822,12.77802963610694,83.37298368650585
Azerbaijan,AZE,2024,Beverages,Asia,Northern,Upper-Middle income,9.918144,6211.2,26865.54355737642,54.55835579634476,22307656.674817875,2.7087269107381804,5.5008634474700875,2.249176526860053,83.37298368650585
Azerbaijan,AZE,2024,Dairy Products,Asia,Northern,Upper-Middle income,9.918144,6211.2,101685.60876646722,279.7415291004847,337999014.5112592,10.252483606455726,28.205027987140003,34.07885734581583,83.37298368650585
Azerbaijan,AZE,2024,Frozen Food,Asia,Northern,Upper-Middle income,9.918144,6211.2,18665.6752510019,133.730625,71549818.35900941,1.8819726000148715,13.483432484948798,7.214033024627331,83.37298368650585
Azerbaijan,AZE,2024,Fruits & Vegetables,Asia,Northern,Upper-Middle income,9.918144,6211.2,185026.0303275477,473.5399036687898,659253489.0776002,18.65530792127516,47.7448102859557,66.46944116536322,83.37298368650585
Azerbaijan,AZE,2024,Grains & Cereals,Asia,Northern,Upper-Middle income,9.918144,6211.2,150610.58647086783,137.79006592928624,232936498.66481033,15.185359929324258,13.89272689822675,23.48589601691711,83.37298368650585
Azerbaijan,AZE,2024,Meat & Seafood,Asia,Northern,Upper-Middle income,9.918144,6211.2,95467.97662983116,1350.2445251456095,2400344637.6511164,9.625588883346639,136.13883052571222,242.01550589012584,83.37298368650585
Azerbaijan,AZE,2024,Prepared Food,Asia,Northern,Upper-Middle income,9.918144,6211.2,62683.61631487526,402.1297861805039,302182561.10310996,6.320095404430028,40.54486264572322,30.46765212353339,83.37298368650585
Bahrain,BHR,2024,Bakery Items,Asia,Northern,High income,1.327288,49204.10895999999,14632.260558436636,49.761639153288364,18816000.22882017,11.024179046624875,37.49121453165279,14.176275404298217,75.6525436611926
Bahrain,BHR,2024,Beverages,Asia,Northern,High income,1.327288,49204.10895999999,4551.194999826462,12.01081875,4240341.426727895,3.4289430777845213,9.049142876301149,3.1947410258571574,75.6525436611926
Bahrain,BHR,2024,Dairy Products,Asia,Northern,High income,1.327288,49204.10895999999,21876.04265477704,82.489155,71729857.48111351,16.48176029224783,62.148648221034165,54.042421449688014,75.6525436611926
Bahrain,BHR,2024,Frozen Food,Asia,Northern,High income,1.327288,49204.10895999999,3259.7763252487093,28.661220000000007,9458147.656303247,2.455967601039646,21.593821386164876,7.125919661974829,75.6525436611926
Bahrain,BHR,2024,Fruits & Vegetables,Asia,Northern,High income,1.327288,49204.10895999999,36048.59979558071,112.01736,133605590.17036662,27.159591434248412,84.39566996763324,100.66058773255436,75.6525436611926
Bahrain,BHR,2024,Grains & Cereals,Asia,Northern,High income,1.327288,49204.10895999999,23617.138550276904,16.907847429833232,23863066.917642068,17.793529776715307,12.738642577822773,17.97881614061309,75.6525436611926
Bahrain,BHR,2024,Meat & Seafood,Asia,Northern,High income,1.327288,49204.10895999999,21917.065049156743,398.32044,547534784.9013678,16.512667220043234,300.1009878790436,412.5214609801097,75.6525436611926
Bahrain,BHR,2024,Prepared Food,Asia,Northern,High income,1.327288,49204.10895999999,10516.178552234927,88.7952148781059,38655457.572962776,7.923057054862944,66.89973455505202,29.123639762404824,75.6525436611926
Bangladesh,BGD,2024,Bakery Items,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,1365972.0235335252,4366.879126126394,2515166080.044477,8.336787882954015,26.65189649407328,15.350538472589086,82.60357470683513
Bangladesh,BGD,2024,Beverages,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,549186.880788352,1074.8283525,511544946.1164723,3.3517923166464287,6.5598825093049244,3.122056407376709,82.60357470683513
Bangladesh,BGD,2024,Dairy Products,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,1952830.1378983601,5308.885638239162,6039393801.405764,11.9184949256751,32.40114196948968,36.859572668042595,82.60357470683513
Bangladesh,BGD,2024,Frozen Food,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,410163.0410843298,2106.20361,1322204107.188715,2.503303297604826,12.854562489105806,8.069663938715633,82.60357470683513
Bangladesh,BGD,2024,Fruits & Vegetables,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,3157273.2942419862,6614.78218981711,10591099628.913036,19.269441312950057,40.37127778488053,64.63950178501874,82.60357470683513
Bangladesh,BGD,2024,Grains & Cereals,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,2185164.23525806,1804.529728992199,2961694515.5477357,13.336474250504123,11.013389234851509,18.075786710739855,82.60357470683513
Bangladesh,BGD,2024,Meat & Seafood,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,1690474.891162887,20305.97403061406,47504101179.64184,10.317290798261268,123.93123382724052,289.92659313812055,82.60357470683513
Bangladesh,BGD,2024,Prepared Food,Asia,Northern,Lower-Middle income,163.84872,2924.0836800000006,1075314.7083477322,6049.724472914544,4446290745.733916,6.562850831838859,36.922622727321546,27.136560760034723,82.60357470683513
Belarus,BLR,2024,Bakery Items,Europe,Northern,High income,9.551052,25720.0,67388.92794567451,231.47265248428988,119271477.27540824,7.055655015350614,24.235304392049155,12.487784306420721,83.00941927613471
Belarus,BLR,2024,Beverages,Europe,Northern,High income,9.551052,25720.0,28376.933901529963,61.18916652729348,23306811.63207017,2.9710794058633505,6.406536842987922,2.4402350266829425,83.00941927613471
Belarus,BLR,2024,Dairy Products,Europe,Northern,High income,9.551052,25720.0,95882.94369510145,340.6619015185329,298842489.4191945,10.038992950211291,35.667474275978485,31.288960568866603,83.00941927613471
Belarus,BLR,2024,Frozen Food,Europe,Northern,High income,9.551052,25720.0,15944.936353922067,133.84642733091385,64322134.11818427,1.6694429424027917,14.013788986900485,6.734560142504121,83.00941927613471
Belarus,BLR,2024,Fruits & Vegetables,Europe,Northern,High income,9.551052,25720.0,166889.8468388263,455.04818261722323,575914885.562241,17.473451808117712,47.643776059142304,60.298581304158006,83.00941927613471
Belarus,BLR,2024,Grains & Cereals,Europe,Northern,High income,9.551052,25720.0,119832.50615216047,108.73804100692371,185312600.3926818,12.546524315034665,11.384928174082154,19.402323471035633,83.00941927613471
Belarus,BLR,2024,Meat & Seafood,Europe,Northern,High income,9.551052,25720.0,87733.37402718865,1422.463574649808,2404112706.806202,9.185728862871718,148.93265942325598,251.71182261453524,83.00941927613471
Belarus,BLR,2024,Prepared Food,Europe,Northern,High income,9.551052,25720.0,55640.92773050979,407.5530856847025,236984355.1513303,5.8256334203300115,42.67101526457007,24.81238246334857,83.00941927613471
Belgium,BEL,2024,Bakery Items,Europe,Northern,High income,11.31508,55638.73855999999,89961.89596690258,339.03586457806034,175943430.18908638,7.950619524289937,29.96318758489205,15.549464094737852,80.83709597622389
Belgium,BEL,2024,Beverages,Europe,Northern,High income,11.31508,55638.73855999999,36170.0196528252,86.30357196380872,34305403.92592106,3.1966207621002414,7.6273055041421465,3.0318304356594084,80.83709597622389
Belgium,BEL,2024,Dairy Products,Europe,Northern,High income,11.31508,55638.73855999999,139344.9050752411,485.7967378407703,487156434.497396,12.314973033795706,42.933566341622885,43.05373311522287,80.83709597622389
Belgium,BEL,2024,Frozen Food,Europe,Northern,High income,11.31508,55638.73855999999,28262.44437649665,242.71558240870286,110840199.16783702,2.49776796774717,21.450628931364413,9.79579456511461,80.83709597622389
Belgium,BEL,2024,Fruits & Vegetables,Europe,Northern,High income,11.31508,55638.73855999999,230802.41149154824,635.434537653787,862256452.0512022,20.39777107113235,56.158201060336026,76.20418521576535,80.83709597622389
Belgium,BEL,2024,Grains & Cereals,Europe,Northern,High income,11.31508,55638.73855999999,171099.31936283992,170.02389810744836,249510858.54806352,15.121353040618352,15.02630985441096,22.051179359585927,80.83709597622389
Belgium,BEL,2024,Meat & Seafood,Europe,Northern,High income,11.31508,55638.73855999999,130705.6884938787,1945.0320633045562,3323032670.3253264,11.551459511897281,171.89733199452024,293.6817654250192,80.83709597622389
Belgium,BEL,2024,Prepared Food,Europe,Northern,High income,11.31508,55638.73855999999,76266.5296057349,589.3362451655009,378209048.70949465,6.740255447220426,52.08414303438428,33.425220918411064,80.83709597622389
Benin,BEN,2024,Bakery Items,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,97510.78090867511,338.8169480817527,180666774.8807605,9.38347122226409,32.60438540552829,17.38558000577,81.40476586716902
Benin,BEN,2024,Beverages,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,39756.080756734045,89.0784825,40396203.783513226,3.825731229044362,8.572030387537819,3.8873303255187976,81.40476586716902
Benin,BEN,2024,Dairy Products,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,120280.58808729201,321.1073528406144,390403711.0461234,11.574611816217079,30.900189461709505,37.568584248108436,81.40476586716902
Benin,BEN,2024,Frozen Food,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,25432.137607033415,160.4043,102793065.06917116,2.4473368906742854,15.435720224485552,9.891785902404514,81.40476586716902
Benin,BEN,2024,Fruits & Vegetables,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,216394.079865914,530.5276187291,813827712.5002251,20.82362177974799,51.0527204948055,78.3147140138172,81.40476586716902
Benin,BEN,2024,Grains & Cereals,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,171154.8773673431,151.63569704676993,239160081.13164857,16.470249252036528,14.591916773171235,23.0143961303618,81.40476586716902
Benin,BEN,2024,Meat & Seafood,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,130530.20692938796,1688.7576251108007,3556161860.1326427,12.560933559800066,162.50929824310805,342.2097758351465,81.40476586716902
Benin,BEN,2024,Prepared Food,Africa,Northern,Lower-Middle income,10.391760000000001,3029.18112,77999.46278142437,462.37503614569533,381243774.1190654,7.5058953229697725,44.494391339455035,36.6871226932748,81.40476586716902
Bolivia,BOL,2024,Bakery Items,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,86565.62926689781,305.44004595235384,145052750.80344647,8.314357283857847,29.336558774568196,13.931861934115545,83.57426713131926
Bolivia,BOL,2024,Beverages,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,30281.672421235497,60.65949371237896,26395099.49264039,2.908459694628166,5.82615418675765,2.5351665503193743,83.57426713131926
Bolivia,BOL,2024,Dairy Products,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,102181.58121233908,331.78969178668456,313730779.07998323,9.814220507882284,31.86735964351674,30.132857697731993,83.57426713131926
Bolivia,BOL,2024,Frozen Food,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,21139.03766924776,148.0753092418423,88504670.84616703,2.0303382913923333,14.222169195565469,8.50059614811416,83.57426713131926
Bolivia,BOL,2024,Fruits & Vegetables,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,192308.23666719685,484.3632915997012,650592811.1804811,18.47060319229013,46.52157554505647,62.4873997251985,83.57426713131926
Bolivia,BOL,2024,Grains & Cereals,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,137056.23489176482,118.58652323152978,209577306.96154466,13.163821652091057,11.389863754787916,20.129243250743084,83.57426713131926
Bolivia,BOL,2024,Meat & Seafood,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,102019.63148428516,1342.2199362778015,2657181062.054743,9.798665744259967,128.91601664816818,255.21391001165077,83.57426713131926
Bolivia,BOL,2024,Prepared Food,Americas,Southern,Upper-Middle income,10.411584,8281.599999999999,64951.471522770546,390.6586965162965,285581583.72466564,6.238385198906386,37.52154297715857,27.42921573937891,83.57426713131926
Bosnia and Herzegovina,BIH,2024,Bakery Items,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,34986.13479742937,106.58506088735164,50326710.55718257,8.885954322680194,27.07100935867553,12.782230841193977,82.75986023987173
Bosnia and Herzegovina,BIH,2024,Beverages,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,9068.407722008038,18.15513312768031,7791398.448901272,2.3032397623736522,4.611131942091492,1.9788985301635846,82.75986023987173
Bosnia and Herzegovina,BIH,2024,Dairy Products,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,49450.039266056214,146.32741901385126,140032982.36996523,12.559569461362837,37.16497318269936,35.56628053407088,82.75986023987173
Bosnia and Herzegovina,BIH,2024,Frozen Food,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,6806.76796250652,49.117251081783856,25535305.47699903,1.7288171314185878,12.475046246046432,6.485585201054299,82.75986023987173
Bosnia and Herzegovina,BIH,2024,Fruits & Vegetables,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,65821.85830548785,154.40280424299795,202554523.47254574,16.717766330091095,39.216000102355444,51.44581571673196,82.75986023987173
Bosnia and Herzegovina,BIH,2024,Grains & Cereals,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,56294.28152338078,33.08696361752111,62086747.96174902,14.297904502489251,8.403593282990396,15.769104235898501,82.75986023987173
Bosnia and Herzegovina,BIH,2024,Meat & Seafood,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,38504.7378187917,625.2809325000001,1005198106.269485,9.779626799177011,158.81199329987504,255.3052661939544,82.75986023987173
Bosnia and Herzegovina,BIH,2024,Prepared Food,Europe,Northern,Upper-Middle income,3.93724,12986.066399999998,20189.7355030641,148.45265142235093,75362146.76122785,5.127890477355736,37.70475038919419,19.140856732438927,82.75986023987173
Brazil,BRA,2024,Bakery Items,Americas,Southern,High income,205.2176,15291.77456,1639052.8565595937,5930.417761880852,2984111724.175826,7.9869019838434605,28.898192756765752,14.541207597086341,82.88791224498054
Brazil,BRA,2024,Beverages,Americas,Southern,High income,205.2176,15291.77456,612775.2394241691,1280.7558071662843,551293988.5709041,2.985978002979126,6.240964747498676,2.6863874666252023,82.88791224498054
Brazil,BRA,2024,Dairy Products,Americas,Southern,High income,205.2176,15291.77456,2265935.0158122205,6756.152584289538,6633158493.159317,11.041621263537925,32.92189648592293,32.322561481857875,82.88791224498054
