Country,ISO3,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Carbon_Footprint_kgCO2e,Population (Million),GDP_Per_Capita_USD,Waste_Per_Capita_kg,Economic_Loss_Per_Capita_USD,Carbon_Per_Capita_kgCO2e,Material_Footprint_Per_Capita,Years_from_2010,Year_Trend,Pandemic_Indicator,Year_Cycle,Year_Cycle_Cos,FAO_Food_Price_Index,Waste_Efficiency,Economic_Intensity,Population_Material_Interaction,Year_Population_Interaction,GDP_Per_Capita_Proxy,Sustainability_Score,Waste_Trend_3Y,Economic_Trend_3Y,Category_Waste_Share,Category_Economic_Share,Continent,Subregion,Hemisphere,Income_Group,Year_Norm,Pandemic_Flag,Year_Sin,Year_Cos,Log_Population,Log_GDP_PC,Log_Total_Waste,Log_Econ_Loss,Cat_Waste_Share,Cat_Econ_Share,Carbon_Intensity,Econ_GDP_Ratio,Total Waste (Tons)_MA3,Economic Loss (Million $)_MA3,Carbon_Footprint_kgCO2e_MA3,Pop_MatFP,GDP_Waste_PC,Country_Enc,Food Category_Enc,Continent_Enc,Subregion_Enc,Hemisphere_Enc,Income_Group_Enc
Afghanistan,AFG,2020,Bakery Items,235416.9,591.986,430793109.5,25.013,1635.7,9.88,23.6675,17.22305,7.42,10.0,10.0,1.0,0.0,1.0,0.979,2.5146283040852206,14.469021,185.625,250.126,1.636,89.59,197361.7,469.56500000000005,0.1148860893962383,0.1003500638814458,Asia,Southern Asia,Northern,Lower-Middle income,0.7692307692307693,1,-4.898587196589413e-16,1.0,3.2585964130631333,7.4004372985118385,12.369117511699008,6.385170789950063,0.11488608939623837,0.10035006388144581,1829.9158195524622,14.469116030318999,197361.69999999998,469.56500000000005,350585788.1333334,185.59646,73.11632050929697,0,0,2,11,0,2
Afghanistan,AFG,2021,Bakery Items,226692.8,668.159,416208907.8,25.513,1785.4,8.63,26.1891,16.313702,7.05,11.0,11.0,1.0,0.9511,0.309,1.257,2.947420473874777,14.668429,179.835,280.641,1.785,89.68,215836.9,554.8503333333333,0.1074644259882928,0.0817286986248504,Asia,Southern Asia,Northern,Lower-Middle income,0.8461538461538461,1,0.9510565162951529,0.3090169943749496,3.2776351787417317,7.487957700525948,12.331355487202355,6.50602170005106,0.10746442598829288,0.08172869862485044,1836.0040892344177,14.668400632749593,215836.9,554.8503333333333,387336578.8333333,179.86665000000002,64.62107495553894,0,0,2,11,0,2
Afghanistan,AFG,2022,Bakery Items,196907.3,676.894,359482724.0,26.023,1879.1,7.39,26.0113,13.813985,8.42,12.0,12.0,0.0,0.5878,-0.809,1.4369999999999998,3.437627756817548,13.842106,219.199,312.277,1.879,90.46,219672.33333333337,645.6796666666668,0.1007599134305375,0.0734336758605127,Asia,Southern Asia,Northern,Lower-Middle income,0.9230769230769231,0,0.5877852522924736,-0.8090169943749471,3.2966883552363098,7.53908024589874,12.190493417116137,6.518990933534791,0.10075991343053754,0.07343367586051275,1825.6444733130768,13.842464239944544,219672.33333333334,645.6796666666668,402161580.43333334,219.11365999999998,55.71380301719169,0,0,2,11,0,2
Afghanistan,AFG,2023,Bakery Items,204462.1,704.673,386874215.7,26.544,1966.5,7.72,26.5478,14.575068,8.08,13.0,13.0,0.0,-0.5878,-0.809,1.241,3.4464724758280383,13.499875,214.562,345.066,1.967,90.14,209354.06666666665,683.2420000000001,0.1069548947499527,0.0990460600801253,Asia,Southern Asia,Northern,Lower-Middle income,1.0,0,-0.5877852522924726,-0.8090169943749478,3.3157847260362225,7.584518980291558,12.228142798085921,6.5591519573910535,0.10695489474995273,0.09904606008012538,1892.156129179931,13.499799305638891,209354.06666666665,683.2420000000001,387521949.1666667,214.47552000000002,58.552486527850824,0,0,2,11,0,2
Afghanistan,AFG,2010,Beverages,62622.8,103.428,56010402.7,20.519,1077.9,2.96,5.0406,2.72968,5.46,0.0,0.0,0.0,0.0,1.0,1.118,1.6516029305620317,4.67625,112.109,0.0,1.078,97.53,62622.8,103.428,0.0451221283664992,0.021788902886564,Asia,Southern Asia,Northern,Lower-Middle income,0.0,0,0.0,1.0,3.068936265812407,6.983697282557294,11.044900676526932,4.648497838723269,0.04512212836649924,0.021788902886564057,894.4091081842396,4.67631182883223,62622.8,103.428,56010402.7,112.03374,20.67174395636959,0,1,2,11,0,2
Afghanistan,AFG,2011,Beverages,52019.3,113.957,43090461.6,20.929,1145.8,2.53,5.4448,2.058847,6.37,1.0,1.0,0.0,0.9511,0.309,1.319,2.190667694490314,4.751899,133.227,20.929,1.146,97.69,57321.05,108.6925,0.0350839507110395,0.0196912763414041,Asia,Southern Asia,Northern,Lower-Middle income,0.07692307692307693,0,0.9510565162951535,0.30901699437494745,3.087809961754899,7.044730734009215,10.8593893059987,4.7445581453968595,0.035083950711039584,0.01969127634140416,828.3552758303168,4.752079654624637,57321.05,108.6925,49550432.150000006,133.31772999999998,17.823168757043312,0,1,2,11,0,2
Afghanistan,AFG,2012,Beverages,63308.4,132.851,59493987.2,21.348,1206.0,3.08,6.2231,2.786864,6.43,2.0,2.0,0.0,0.5878,-0.809,1.257,2.0984735043059057,5.160226,137.22,42.696,1.206,97.24,59316.833333333336,116.74533333333332,0.0413553559381024,0.024242803582032,Asia,Southern Asia,Northern,Lower-Middle income,0.15384615384615385,0,0.5877852522924732,-0.8090169943749473,3.106736831596902,7.095893221097532,11.055789096317461,4.8967272409881355,0.041355355938102446,0.02424280358203203,939.7487094919474,5.160126231623719,59316.833333333336,116.74533333333333,52864950.5,137.26764,21.855351120980398,0,1,2,11,0,2
Afghanistan,AFG,2013,Beverages,68272.6,124.637,64700420.6,21.775,1269.3,3.12,5.7239,2.971321,6.34,3.0,3.0,0.0,-0.5878,-0.809,1.2009999999999998,1.8255786362318118,4.509503,138.067,65.325,1.269,97.31,61200.1,123.815,0.041255178001428,0.0208127904221454,Asia,Southern Asia,Northern,Lower-Middle income,0.23076923076923078,0,-0.587785252292473,-0.8090169943749475,3.125663443146022,7.147008372029415,11.131278440822259,4.833396796639427,0.041255178001428014,0.020812790422145448,947.6777008638898,4.509460044829758,61200.1,123.815,55761623.13333333,138.05349999999999,22.298666120731774,0,1,2,11,0,2
Afghanistan,AFG,2014,Beverages,56912.9,105.446,54601886.6,22.21,1337.8,2.69,4.7476,2.458386,6.72,4.0,4.0,0.0,-0.9511,0.309,1.15,1.8527609733469914,3.548714,149.345,88.842,1.338,97.73,62831.30000000001,120.978,0.0350669009845219,0.0186728443158732,Asia,Southern Asia,Northern,Lower-Middle income,0.3076923076923077,0,-0.9510565162951536,0.30901699437494723,3.1445832202863455,7.199528969337171,10.949294878505869,4.667637814306566,0.035066900984521934,0.018672844315873283,959.3938562259171,3.548872196646412,62831.30000000001,120.978,59598764.800000004,149.2512,19.366732927516992,0,1,2,11,0,2
Afghanistan,AFG,2015,Beverages,65780.2,85.216,57832539.9,22.655,1408.1,2.8,3.7615,2.552786,6.78,5.0,5.0,0.0,0.0,1.0,0.93,1.295465808860417,2.671405,153.62,113.273,1.408,97.87,63655.23333333333,105.09966666666666,0.0399353508253442,0.0179451822862923,Asia,Southern Asia,Northern,Lower-Middle income,0.38461538461538464,0,-2.4492935982947064e-16,1.0,3.1635745090831113,7.250706481701059,11.094089362203592,4.456855775294531,0.03993535082534427,0.017945182286292372,879.1785354863622,2.6713056318182793,63655.23333333333,105.09966666666666,59044949.03333333,153.60090000000002,20.301978148762963,0,1,2,11,0,2
Afghanistan,AFG,2016,Beverages,75921.6,110.791,62998647.4,23.108,1475.7,3.2,4.7945,2.726297,7.16,6.0,6.0,0.0,0.9511,0.309,0.914,1.4592816800488924,3.249089,165.444,138.647,1.476,97.49,66204.9,100.48433333333332,0.0473405043041725,0.0266357173595801,Asia,Southern Asia,Northern,Lower-Middle income,0.46153846153846156,0,0.9510565162951535,0.30901699437494773,3.1825437356207975,7.2975651474797285,11.23746967927275,4.7166310565861735,0.04734050430417255,0.026635717359580143,829.785560367537,3.2489576186438875,66204.9,100.48433333333332,58477691.300000004,165.45328,23.352208471935132,0,1,2,11,0,2
Afghanistan,AFG,2017,Beverages,72050.6,103.544,69280647.7,23.57,1559.8,3.02,4.3931,2.939367,6.96,7.0,7.0,0.0,0.5878,-0.809,0.98,1.4371011483596248,2.816482,163.943,164.989,1.56,97.62,71250.8,99.85033333333332,0.0435129575133479,0.0212414157552125,Asia,Southern Asia,Northern,Lower-Middle income,0.5384615384615384,0,0.5877852522924734,-0.8090169943749472,3.201526186533088,7.352953789308901,11.185137807981933,4.64960803541866,0.04351295751334789,0.0212414157552125,961.5554582473983,2.8164136444067247,71250.8,99.85033333333332,63370611.666666664,164.0472,22.20592044371288,0,1,2,11,0,2
Afghanistan,AFG,2018,Beverages,80595.6,123.432,77221303.1,24.041,1644.0,3.21,5.1342,3.212024,7.29,8.0,8.0,0.0,-0.5878,-0.809,0.965,1.5314979974092877,3.122978,175.149,192.331,1.644,97.37,76189.26666666666,112.589,0.046653072862996,0.0250102122196502,Asia,Southern Asia,Northern,Lower-Middle income,0.6153846153846154,0,-0.5877852522924728,-0.8090169943749477,3.2205144815367093,7.405495663199472,11.297211743982137,4.823759381952588,0.04665307286299607,0.025010212219650257,958.1329886495043,3.123010356091798,76189.26666666666,112.589,69833532.73333333,175.25889,23.771641078870307,0,1,2,11,0,2
Afghanistan,AFG,2019,Beverages,67414.0,96.729,62134583.2,24.522,1715.5,2.86,3.9446,2.533815,7.68,9.0,9.0,0.0,-0.9511,0.309,0.951,1.4348503278250808,2.299351,188.229,220.699,1.716,97.81,73353.4,107.90166666666666,0.0381028021673618,0.0193537737547869,Asia,Southern Asia,Northern,Lower-Middle income,0.6923076923076923,0,-0.9510565162951538,0.309016994374947,3.2395408253117846,7.448042612897747,11.118622824068176,4.582198342025807,0.03810280216736182,0.019353773754786974,921.6866407571129,2.2993764947854864,73353.4,107.90166666666666,69545511.33333333,188.32896,21.301401872887556,0,1,2,11,0,2
Afghanistan,AFG,2020,Beverages,82050.8,134.492,77532117.8,25.013,1635.7,3.21,5.377,3.099724,7.42,10.0,10.0,1.0,0.0,1.0,0.979,1.6391308798939193,3.287185,185.625,250.126,1.636,97.33,76686.79999999999,118.21766666666667,0.040041711295293,0.0227983107565777,Asia,Southern Asia,Northern,Lower-Middle income,0.7692307692307693,1,-4.898587196589413e-16,1.0,3.2585964130631333,7.4004372985118385,11.315106034120385,4.908912597986386,0.040041711295293055,0.022798310756577702,944.9282371408931,3.28720671291156,76686.79999999999,118.21766666666667,72296001.36666666,185.59646,23.755403728223,0,1,2,11,0,2
Afghanistan,AFG,2021,Beverages,81513.7,150.493,75967323.6,25.513,1785.4,3.34,5.8987,2.977611,7.05,11.0,11.0,1.0,0.9511,0.309,1.257,1.8462295295146707,3.303848,179.835,280.641,1.785,97.19,76992.83333333333,127.238,0.0386418226810993,0.0184081888325228,Asia,Southern Asia,Northern,Lower-Middle income,0.8461538461538461,1,0.9510565162951529,0.3090169943749496,3.2776351787417317,7.487957700525948,11.308538651062744,5.020539419261495,0.03864182268109931,0.018408188832522824,931.9577396192296,3.3038417748236344,76992.83333333333,127.23799999999999,71878008.2,179.86665000000002,25.009778719756664,0,1,2,11,0,2
Afghanistan,AFG,2022,Beverages,71444.8,159.033,67926651.7,26.023,1879.1,2.83,6.1112,2.610244,8.42,12.0,12.0,0.0,0.5878,-0.809,1.4369999999999998,2.225956262737106,3.252136,219.199,312.277,1.879,97.38,78336.43333333333,148.006,0.0365591923867833,0.0172528900730763,Asia,Southern Asia,Northern,Lower-Middle income,0.9230769230769231,0,0.5877852522924736,-0.8090169943749471,3.2966883552363098,7.53908024589874,11.176694399264973,5.07538004396722,0.03655919238678337,0.01725289007307632,950.7571117842026,3.2522206068765573,78336.43333333333,148.006,73808697.69999999,219.11365999999998,21.335597095893434,0,1,2,11,0,2
Afghanistan,AFG,2023,Beverages,85192.9,160.696,74480961.1,26.544,1966.5,3.19,6.054,2.80599,8.08,13.0,13.0,0.0,-0.5878,-0.809,1.241,1.886260474757873,3.078557,214.562,345.066,1.967,97.23,79383.79999999999,156.74066666666667,0.0445647269246635,0.0225867965292211,Asia,Southern Asia,Northern,Lower-Middle income,1.0,0,-0.5877852522924726,-0.8090169943749478,3.3157847260362225,7.584518980291558,11.352685114010143,5.085718029109498,0.04456472692466353,0.02258679652922111,874.2625394839241,3.0785396193964396,79383.79999999999,156.74066666666667,72791645.46666665,214.47552000000002,24.19461554713007,0,1,2,11,0,2
Afghanistan,AFG,2010,Dairy Products,216138.5,566.946,646985127.2,20.519,1077.9,10.88,27.6302,31.53097,5.46,0.0,0.0,0.0,0.0,1.0,1.118,2.6230680790326573,25.633112,112.109,0.0,1.078,86.97,216138.5,566.946,0.1557360760288999,0.1194370125684142,Asia,Southern Asia,Northern,Lower-Middle income,0.0,0,0.0,1.0,3.068936265812407,6.983697282557294,12.283679311539037,6.342026343779137,0.15573607602889994,0.11943701256841424,2993.3821470954967,25.633448254912764,216138.5,566.946,646985127.2,112.03374,75.98262643422336,0,2,2,11,0,2
Afghanistan,AFG,2011,Dairy Products,226994.6,709.257,747745038.8,20.929,1145.8,11.23,33.888,35.726988,6.37,1.0,1.0,0.0,0.9511,0.309,1.319,3.124554504820819,29.575346,133.227,20.929,1.146,85.16,221566.55,638.1015,0.153094473744786,0.1225565396077054,Asia,Southern Asia,Northern,Lower-Middle income,0.07692307692307693,0,0.9510565162951535,0.30901699437494745,3.087809961754899,7.044730734009215,12.33268591301577,6.565626876370349,0.153094473744786,0.12255653960770543,3294.109370002634,29.576469717525963,221566.55,638.1015,697365083.0,133.31772999999998,79.11232614292348,0,2,2,11,0,2
Afghanistan,AFG,2012,Dairy Products,215464.6,634.705,635629828.3,21.348,1206.0,10.34,29.7313,29.77467,6.43,2.0,2.0,0.0,0.5878,-0.809,1.257,2.945750717287202,24.653345,137.22,42.696,1.206,86.94,219532.56666666665,636.9693333333333,0.1407493353972121,0.1158216998557304,Asia,Southern Asia,Northern,Lower-Middle income,0.15384615384615385,0,0.5877852522924732,-0.8090169943749473,3.106736831596902,7.095893221097532,12.28055654701361,6.45473461925672,0.1407493353972122,0.1158216998557304,2950.0429690074375,24.652866142089508,219532.56666666665,636.9693333333333,676786664.7666667,137.26764,73.37153590614848,0,2,2,11,0,2
Afghanistan,AFG,2013,Dairy Products,259430.6,667.783,773947173.1,21.775,1269.3,11.47,30.6675,35.54298,6.34,3.0,3.0,0.0,-0.5878,-0.809,1.2009999999999998,2.5740332867441236,24.161117,138.067,65.325,1.269,85.72,233963.2666666667,670.5816666666667,0.1567664858525568,0.1115112496808456,Asia,Southern Asia,Northern,Lower-Middle income,0.23076923076923078,0,-0.587785252292473,-0.8090169943749475,3.125663443146022,7.147008372029415,12.466248363028733,6.505459642787145,0.15676648585255681,0.11151124968084562,2983.2532210926543,24.160889279399782,233963.2666666667,670.5816666666667,719107346.7333332,138.05349999999999,81.97618602717739,0,2,2,11,0,2
Afghanistan,AFG,2014,Dairy Products,241462.2,649.181,818198975.0,22.21,1337.8,10.75,29.2286,36.838444,6.72,4.0,4.0,0.0,-0.9511,0.309,1.15,2.6885408979128,21.847748,149.345,88.842,1.338,86.17,238785.8,650.5563333333333,0.1487770094109566,0.1149598443357067,Asia,Southern Asia,Northern,Lower-Middle income,0.3076923076923077,0,-0.9510565162951536,0.30901699437494723,3.1445832202863455,7.199528969337171,12.394472359511227,6.477250785664926,0.14877700941095662,0.11495984433570676,3388.517850827169,21.84872258303885,238785.80000000002,650.5563333333333,742591992.1333333,149.2512,77.39493642037459,0,2,2,11,0,2
Afghanistan,AFG,2015,Dairy Products,252052.7,530.474,744423282.0,22.655,1408.1,11.02,23.4157,32.859588,6.78,5.0,5.0,0.0,0.0,1.0,0.93,2.1046154236792547,16.629634,153.62,113.273,1.408,87.62,250981.83333333337,615.8126666666667,0.1530219275857363,0.1117096863046688,Asia,Southern Asia,Northern,Lower-Middle income,0.38461538461538464,0,-2.4492935982947064e-16,1.0,3.1635745090831113,7.250706481701059,12.437397439030091,6.275654278429309,0.1530219275857363,0.11170968630466886,2953.4429982301317,16.6290154869176,250981.83333333334,615.8126666666667,778856476.6999999,153.60090000000002,79.90278542834567,0,2,2,11,0,2
Afghanistan,AFG,2016,Dairy Products,258052.8,476.157,867938133.6,23.108,1475.7,10.73,20.6059,37.560449,7.16,6.0,6.0,0.0,0.9511,0.309,0.914,1.8451921467234613,13.963919,165.444,138.647,1.476,87.83,250522.56666666668,551.9373333333334,0.1609074319970045,0.1144748514841963,Asia,Southern Asia,Northern,Lower-Middle income,0.46153846153846156,0,0.9510565162951535,0.30901699437494773,3.1825437356207975,7.2975651474797285,12.460923369296777,6.1678455771947185,0.1609074319970045,0.11447485148419638,3363.412966648686,13.963353637214372,250522.56666666668,551.9373333333334,810186796.8666668,165.45328,78.3028740324575,0,2,2,11,0,2
Afghanistan,AFG,2017,Dairy Products,216778.9,425.665,670239096.2,23.57,1559.8,9.6,18.0597,28.436202,6.96,7.0,7.0,0.0,0.5878,-0.809,0.98,1.9635905524015485,11.578437,163.943,164.989,1.56,89.7,242294.79999999996,477.432,0.1309175921573212,0.0873225608189999,Asia,Southern Asia,Northern,Lower-Middle income,0.5384615384615384,0,0.5877852522924734,-0.8090169943749472,3.201526186533088,7.352953789308901,12.286637832072467,6.055999161987923,0.13091759215732124,0.08732256081899994,3091.80965582905,11.578157246642862,242294.79999999996,477.432,760866837.2666668,164.0472,70.58835637736544,0,2,2,11,0,2
Afghanistan,AFG,2018,Dairy Products,281495.9,580.178,927323598.3,24.041,1644.0,11.73,24.1325,38.572072,7.29,8.0,8.0,0.0,-0.5878,-0.809,0.965,2.061053109476905,14.679202,175.149,192.331,1.644,86.62,252109.20000000004,494.0,0.1629449837625708,0.1175576423064703,Asia,Southern Asia,Northern,Lower-Middle income,0.6153846153846154,0,-0.5877852522924728,-0.8090169943749477,3.2205144815367093,7.405495663199472,12.547876714067852,6.365057078261183,0.16294498376257083,0.11755764230647033,3294.2703545593376,14.679353023337768,252109.20000000004,494.0,821833609.3666668,175.25889,86.86646412932981,0,2,2,11,0,2
Afghanistan,AFG,2019,Dairy Products,254070.0,535.278,775089315.9,24.522,1715.5,10.51,21.8283,31.607725,7.68,9.0,9.0,0.0,-0.9511,0.309,0.951,2.10681308300862,12.724126,188.229,220.699,1.716,88.27,250781.6,513.707,0.1436019068244224,0.1070997250867357,Asia,Southern Asia,Northern,Lower-Middle income,0.6923076923076923,0,-0.9510565162951538,0.309016994374947,3.2395408253117846,7.448042612897747,12.44536903449918,6.2846526833313145,0.14360190682442248,0.10709972508673575,3050.6919978746014,12.724267297044173,250781.6,513.707,790884003.4666667,188.32896,78.27892786155532,0,2,2,11,0,2
Afghanistan,AFG,2020,Dairy Products,321548.5,631.987,1061516727.0,25.013,1635.7,12.65,25.2668,42.439294,7.42,10.0,10.0,1.0,0.0,1.0,0.979,1.9654484471238396,15.446705,185.625,250.126,1.636,85.64,285704.80000000005,582.4810000000001,0.1569192768922976,0.1071308034687362,Asia,Southern Asia,Northern,Lower-Middle income,0.7692307692307693,1,-4.898587196589413e-16,1.0,3.2585964130631333,7.4004372985118385,12.680906776593677,6.450449884808484,0.15691927689229768,0.10713080346873623,3301.264745442756,15.446806567474928,285704.80000000005,582.4810000000001,921309880.4,185.59646,93.61553182617476,0,2,2,11,0,2
Afghanistan,AFG,2021,Dairy Products,298361.9,801.714,984137739.0,25.513,1785.4,11.35,31.4239,38.574209,7.05,11.0,11.0,1.0,0.9511,0.309,1.257,2.6870522006998883,17.600429,179.835,280.641,1.785,85.32,291326.8,656.3263333333333,0.1414393854603077,0.0980650442324706,Asia,Southern Asia,Northern,Lower-Middle income,0.8461538461538461,1,0.9510565162951529,0.3090169943749496,3.2776351787417317,7.487957700525948,12.606065809823445,6.687998486121602,0.1414393854603077,0.09806504423247064,3298.469875007499,17.600394733714893,291326.8,656.3263333333333,940247927.3000001,179.86665000000002,84.98831990096951,0,2,2,11,0,2
